,Tweet Body ,Sentiment ,processed_content
808,i hate pe class now i want to prove that im underweight,Negative,hate class now want prove that underweight
809,Im underweight and my period is gone i feel a little validated in my ed finally (?),Negative,underweight and period gone feel little validated finally
810,Being high and underweight is kinda scary bc my heart races from being high and I get scared ts catching up to me💀💀💀,Negative,being high and underweight kinda scary heart races from being high and get scared catching
811,🛑🛑🛑moots this is really urgent if u know any doctor can u ask them if 36 heart rate fatal for an anorexic or underweight girly😭 it's been a week n my bpm is getting lower,Positive,this really urgent know any doctor can ask them heart rate fatal for anorexic underweight been week bpm getting lower
812,i refuse to believe i look underweight my body looks like layers of fat everywhere,Neutral,refuse believe look underweight body looks like layers fat everywhere
813,oh to be tastefully underweight,Neutral,tastefully underweight
814,"it’s not even october and i’m not even underweight why the fuck am i SO
COLD THIS IS HELLISH",Negative,not even october and not even underweight why the fuck cold this hellish
815,when your ed caused you to become 30 pounds underweight,Negative,when your caused you become pounds underweight
816,Pretty girls are bulimic,Negative,pretty girls are bulimic
817,"got my tablet to behave long enough for a quick body hc scribble, astarion at the end of the game vs. the start. if cazador only let him eat rats and bugs why is he not at least a little underweight",Neutral,got tablet behave long enough for quick body astarion the end the game the cazador only let him eat rats and bugs why not least little underweight
818,agghhh did i lose weight or something i'm underweight too wtf,Neutral,agghhh did lose weight something underweight too wtf
819,You guys are so brainwashed why do you think every underweight person wants to weigh more ?,Negative,you guys are brainwashed why you think every underweight person wants weigh more
820,edtwt can you lose ur periods even if ur not underweight ? it’s been 2 months since i last had them but i’m not underweight at all 💀💀💀💀,Neutral,edtwt can you lose periods even not underweight been months since last had them but not underweight all
821,We're all underestimating the impact that food insecurity has on eating disorders. This piece in @slateunpacks the connection with eye-opening research and brave stories from people who've been through it. Well worth a read.,Neutral,all underestimating the impact that food insecurity has eating this piece the connection with research and brave stories from people been through well worth
822,feeling dread when thinking ab under eating cause it could literally lead to my death cause you don’t need to be underweight for that to happen,Negative,feeling dread when thinking under eating cause could literally lead death cause you need underweight for that happen
823,"do u struggle with ""serious"" symptoms of malnutrition?? do ur parents know youre underweight and take u doctors e… — aren’t all symptoms of malnutrition kinda serious tho? 😭 and they do know but they can’t do anything about it bc…",Neutral,struggle with symptoms parents know youre underweight and take doctors all symptoms malnutrition kinda serious and they know but they anything about
824,i want to build muscle because then id look skinnier but weigh more so my mom and doctor wouldn’t be suspicious but then that would mean i wouldnt be underweight anymore like i still wanna lose weight but trt ttjdjdj d uhhh💔💔,Negative,want build muscle because then look skinnier but weigh more mom and doctor suspicious but then that would mean wouldnt underweight anymore like still wanna lose weight but trt ttjdjdj
825,going to a healthy bmi to underweight is so hard,Negative,going healthy bmi underweight hard
826,GIRLS I AM FINALLY UNDERWEIGHT !!,Negative,girls finally underweight
827,"the growing up  naturally underweight experience  was being called ""slenderman"" ""anorexic"" while u tried being quirky n show ppl that u ""love"" eating irrational amounts of food",Neutral,the growing naturally underweight experience was being called while tried being quirky show ppl that eating irrational amounts food
828,"A 22 yo male presents with worsening chronic cough and breathlessness. He has been underweight since childhood.
Diagnosis???",Neutral,male presents with worsening chronic cough and has been underweight since
829,IM NOT EVEN THAT UNDERWEIGHT I DONT NEED TO RECOVER THERE ARE LITERALLY NON DISORDERED PEOPLE MY WEIGHT,Negative,not even that underweight dont need recover there are literally non disordered people weight
830,speed running weight loss so i’m underweight by christmas,Negative,speed running weight loss underweight christmas
831,my boyfriend was talking to me and goes “well you’re definitely underweight i can see that” and it made me feel things bc i’m literally not even underweight,Neutral,boyfriend was talking and goes definitely underweight can see and made feel things literally not even underweight
832,i think my friend has an ed 😨 they’re super underweight and i always thought thry were just naturally skinny :0,Neutral,think friend has super underweight and always thought thry were just naturally skinny
833,I’m usually the skinniest girl in my classes (I’m American no one’s underweight) but there’s this one girl who clearly has an ED in one class of mine and the competition between us is so real…,Negative,usually the skinniest girl classes american but this one girl who clearly has one class mine and the competition between
834,just calculated my bmi im barely underweight,Neutral,just calculated bmi barely underweight
835,trying on clothes in my own closet that used to fit me perfectly when i was underweight,Neutral,trying clothes own closet that used fit perfectly when was underweight
836,Starting my tastefully underweight diet today.,Negative,starting tastefully underweight diet
837,Any weight suppression can put someone at risk for an #eatingdisorder.  Any diet can put someone at risk for an eating disorder.,Neutral,any weight suppression can put someone risk for any diet can put someone risk for eating
838,i have entered winter binge-eating mode now and this inventory of snacks will hardly last a week,Neutral,have entered winter mode now and this inventory snacks will hardly last week
839,Thinking about that time one person had me so fucked up I lost 13 pounds and got an eating disorder,Negative,thinking about that time one person had fucked lost pounds and got eating disorder
840,"Each #person is so #unique in their genetic makeup, journey through life and experience. As ALWAYS connecting with the care team and #learning from their therapist, dietitian, PCP and any other consulting clinician(s) is imperative. Treatment is a #team approach! Ã°Å¸â€œÂ·#SSRI",Neutral,each their genetic journey through life and always connecting with the care team and from their pcp and any other consulting treatment
841,Accepting that your eating disorder is a problem is the first step you’ll take to heal it. You are NOT alone. Taking this first step of tough love & care for your future self can be the difference between a life of pain & a life of peace. You’re not weak to ask. You’re brave.,Positive,accepting that your eating disorder problem the first step take heal you are not taking this first step tough love care for your future self can the difference between life pain life not weak
842,"For all of us who have been shouting from the roof tops about the psychological damage a dx of Atypical Anorexia does to sufferers, can you pls shout back so we know we are not shouting into a void, do you hear us? Change is vital. #atypicalanorexia",Neutral,for all who have been shouting from the roof tops about the psychological damage atypical anorexia does can you pls shout back know are not shouting into you hear change
843,im only about 53lbs underweight it's fine :333,Negative,only about 53lbs underweight fine
844,"i dont know what the hell is this mentality with eating disorder glorification or whatever but it can absolutely utterly FUCK.. OFF... this goddamn site. 

get your goddamn shit together idiots",Negative,dont know what the hell this mentality with eating disorder glorification whatever but can absolutely utterly this goddamn get your goddamn shit together idiots
845,I only have like four real friends cuz I'm too focused on my eating disorder,Neutral,only have like four real friends cuz too focused eating disorder
846,RT @jamesldowns: We can't become a society where an eating disorder is an accepted method of suicide.,Neutral,become society where eating disorder accepted method
847,I genuiley shouldn't have told him about the eating disorder. I shoukd have just shut up,Negative,genuiley have told him about the eating shoukd have just shut
848,"A3: Research suggests that poor sleep can put people at risk for an eating disorder and individuals with disordered eating experience more disrupted sleep than those without eating disorders (Allison et al., 2016). #ElevateTheConvo",Negative,research suggests that poor sleep can put people risk for eating disorder and individuals with disordered eating experience more disrupted sleep than those without eating disorders
849,"In the United States, 28.8 million Americans will suffer from an eating disorder at some point in their lives. NEDA is the largest nonprofit organization dedicated to supporting individuals and families affected by eating disorders. #ElevateTheConvo",Positive,the united million americans will suffer from eating disorder some point their neda the largest nonprofit organization dedicated supporting individuals and families affected eating
850,"Eating disorders are widely misunderstood illnesses and support options are often inaccessible. Through our programs and services, NEDA raises awareness, builds communities of support, funds research, and puts vital resources into the hands of those in need. #ElevateTheConvo",Neutral,eating disorders are widely misunderstood illnesses and support options are often through our programs and neda raises builds communities funds and puts vital resources into the hands those
851,"Seeking help for an eating disorder is a courageous step, and it's never too late to start. Reach out to a professional, a loved one, or a support group - you don't have to go through this alone. Ã°Å¸Å’Â±",Positive,seeking help for eating disorder courageous and never too late reach out loved support group you have through this
852,Interoception refers to the ability to sense and perceive the internal state of one's body & imo eating disorder practitioners are at their most effective when they support interoceptive awareness. #interoception #eatingdisorders,Positive,interoception refers the ability sense and perceive the internal state body imo eating disorder practitioners are their most effective when they support interoceptive
853,"ah yes, 12 year old me prayed to spending everyday at an eating disorder unit",Negative,year old prayed spending everyday eating disorder unit
854,A young lady needs delivered from an eating disorder I speak to mind that it will make her crave food again,Positive,young lady needs delivered from eating disorder speak mind that will make her crave food again
855,So cursed that eating disorder and erectile dysfunction have the same acronym,Negative,cursed that eating disorder and erectile dysfunction have the same acronym
856,"Just threw away, about 1k worth of diet food (Medifast/Optavia) that ""expired""...that ""food"" is all chemicals. I spent a shit ton of money to pay for an eating disorder & live on 700 cals. I did this SEVERAL TIMES  lost 100 lbs at one time. It's just an expensive eating disorder.",Negative,just threw about worth diet food that all spent shit ton money pay for eating disorder live 700 did this several times lost 100 lbs one just expensive eating
857,ummm someone pointed out in school that i never eat and said “ yk thats an eating disorder right”,Neutral,ummm someone pointed out school that never eat and said thats eating disorder
858,"My school socail worker says to me, “ I worry you have an eating disorder.” Then don’t worry bae",Neutral,school socail worker says worry you have eating then worry bae
859,'My eating disorder left me so tiny doctors warned me I had weeks to live',Negative,eating disorder left tiny doctors warned had weeks
860,This is the final boss of my eating disorder,Neutral,this the final boss eating disorder
861,"the one thing that caused my eating disorder the most is being trans and my body not feeling like a guys. the the more i lose the smaller my chest gets the more angular my body gets the more i feel comfortable,",Negative,the one thing that caused eating disorder the most being trans and body not feeling like the the more lose the smaller chest gets the more angular body gets the more feel
862,actually my eating disorder did not make me a bigot thats just you stay safe tho,Neutral,actually eating disorder did not make bigot thats just you stay safe tho
863,EATING DISORDER,Neutral,eating disorder
864,feel like my crush has an eating disorder/ literal trouble eating and it’s so- them: i didn eat anything today me: twins!!! :D,Negative,feel like crush has eating literal trouble eating and didn eat anything today
865,covid fucked me up so bad im having eating disorder symptoms,Negative,covid fucked bad having eating disorder symptoms
866,"this eating disorder has completely stripped away my personality and my hope for the future. i am a pathetic shell of the person i used to be and all i do is cause my parents immense worry and stress.
and yet that’s still not enough for me recover.",Negative,this eating disorder has completely stripped away personality and hope for the pathetic shell the person used and all cause parents immense worry and and yet still not enough for
867,before i tell people i have an eating disorder its like Ohhh noooo they heard me say im not hungry once theyre gonna find out… then after i tell them its like Oh my fucking god i ate a cucumber in front of them theyre gonna know im a liar,Neutral,before tell people have eating disorder its like ohhh noooo they heard say not hungry once theyre gonna find then after tell them its like fucking god ate cucumber front them theyre gonna know liar
868,"I gotta start eating healthy, I feel so unhealthy",Negative,gotta start eating feel unhealthy
869,I’ve been slacking on my workouts and eating healthy ,Negative,been slacking workouts and eating healthy
870,i don't even like this food that much why am i bingeing on it    ,Negative,even like this food that much why bingeing
871,Eating an apple so I can be fruitful and healthy,Neutral,eating apple can fruitful and healthy
872,"my school actualy sucks
our hallway chairs are literally all being stolen so we all have to sit on the floor and every lunch I have to listen to people talk about their eating disorder 😭😭😭😭😭😭😭😭😭😭😭😭😭",Negative,school actualy sucks our hallway chairs are literally all being stolen all have sit the floor and every lunch have listen people talk about their eating disorder
873,"i wish i enjoyed and liked food, i really really wish i did-- i wish i never had this fucking eating disorder im so fucking tired of living like this, this is not a life",Negative,wish enjoyed and liked really really wish wish never had this fucking eating disorder fucking tired living like this not life
874,"i think about ""bitch how you look anorexic and fat all at once #weird"" all the time. romatsson",Neutral,think about how you look anorexic and fat all once all the romatsson
875,how can i even call myself anorexic when i eat this much,Neutral,how can even call myself anorexic when eat this much
876,"Anorexic “skinny-chic” would be a thing if politicians could extract political power from it , and the fashion industry could market and profit from it!",Neutral,anorexic would thing politicians could extract political power from and the fashion industry could market and profit from
877,i dont look anorexic enough i fear,Negative,dont look anorexic enough fear
878,the era anorexic 😵‍💫😵‍💫😵‍💫😵‍💫,Neutral,the era anorexic
879,i was the worst anorexic today omfg,Negative,was the worst anorexic today omfg
880,muscle weight gain is the biggest mindfuck a number-based anorexic can experience because i've never been thinner and leaner but i've also gained 2kg,Neutral,muscle weight gain the biggest mindfuck anorexic can experience because never been thinner and leaner but also gained 2kg
881,i told my mom about me fasting and she got mad at me and said i will get too skinny and become anorexic.. Girl,Negative,told mom about fasting and she got mad and said will get too skinny and become girl
882,i am convinced he must be so good of an anorexic that just dieting on his name can break a plateau of almost 10 days,Negative,convinced must good anorexic that just dieting his name can break plateau almost days
883,omg me and this one friend i have we both dont eat lunch. so today our other friend said something (jokingly) and my friend said “omg are we both anorexic (my name)” 😭😭😭😭😭,Neutral,omg and this one friend have both dont eat today our other friend said something and friend said are both anorexic
884,"Both Obese and Anorexic women have eating disorders. 

And yet people only show empathy and kindness to one.",Neutral,both obese and anorexic women have eating and yet people only show empathy and kindness
885,i can’t wait for winter. i’ll be best anorexic no problem,Negative,wait for best anorexic problem
886,anorexic fart this anorexic fart that HAVE YOU EVER smelt a post binge fart,Negative,anorexic fart this anorexic fart that have you ever smelt post binge fart
887,Notice how it’s only anorexic bitches and gay niggas who do fent 😭,Negative,notice how only anorexic bitches and gay niggas who fent
888,it better be an anorexic ass autumn 4 me😓,Neutral,better anorexic ass autumn
889,You weird anorexic ass btch you see a simple post of him simply playing with his mother and you automatically assume she’s on drugs?,Negative,you weird anorexic ass btch you see simple post him simply playing with his mother and you automatically assume
890,im back to starving myself 🙏 thank you god for giving me this much power (im lying that one irl so skinny anorexic triggered the living shit out of me to the point where i had the biggest fattest largest binge urge but when i saw him i got thatgut wrenching feeling),Negative,back starving myself thank you god for giving this much power lying that one irl skinny anorexic triggered the living shit out the point where had the biggest fattest largest binge urge but when saw him got thatgut wrenching
891,Ngl men who are anorexic should seek help.,Neutral,ngl men who are anorexic should seek
892,call me the worst anorexic bc when it comes to sushi i am not holding back,Neutral,call the worst anorexic when comes sushi not holding back
893,im underweight i have been anorexic for 4+ years why do i still get my period is it because i take the pill,Neutral,underweight have been anorexic for years why still get period because take the pill
894,"My Aunty, mum, and grandma are all anorexic/ pro anorexia. My uncle encourages my Aunty too so I guess at this point it’s hereditary",Neutral,and grandma are all pro uncle encourages aunty too guess this point hereditary
895,i feel so sickwhu cnat i vomit does anorexic girls have some supernatural skils or what why is this so hard ro vomit......,Negative,feel sickwhu cnat vomit does anorexic girls have some supernatural skils what why this hard
896,i’m not even anorexic this is embarrassing.,Neutral,not even anorexic this
897,Why is being fat okay but being anorexic a mental illness? 🤔,Neutral,why being fat okay but being anorexic mental
898,congratulations on no longer being class 3 obese but ur not anorexic,Negative,congratulations longer being class obese but not anorexic
899,“Anorexic winter” I’m packing my things omw to Australia,Neutral,packing things omw australia
900,"I feel so bad for all these kids on here w drug addictions and sh n shit. Literally the lowest point of my life, and although I’m still anorexic & have suicidal ideation, ik it’ll never get that bad again. So I’m so sorry to all u who in that struggle & I hope u guys overcome it",Neutral,feel bad for all these kids here drug addictions and literally the lowest point and although still anorexic have suicidal never get that bad sorry all who that struggle hope guys overcome
901,How I feel after I try to gaslight my bulimia/bed by telling my brain I'm anorexic 24/7,Neutral,how feel after try gaslight telling brain anorexic
902,"HELP I WAS WALKING PAST MY DAD AND HE SAID ‘stop, turn to the side a second. Gosh, are you going anorexic? Your bums become so flat’ WTFEHRHF WHY IS MY DAD TELLING ME I HAVE A FLAT ASS",Negative,help was walking past dad and said turn the side are you going your bums become wtfehrhf why dad telling have flat ass
903,my sister just calling me anorexic and gay,Negative,sister just calling anorexic and gay
904,the 2 voices in my head are older version of myself terrified of looking bad in my old age bc of poor health now and an anorexic teenage cunt who thinks every effort to course correct to a normal weight will make me fat and every time food is even on my radar they throw hands,Neutral,the voices head are older version myself terrified looking bad old age poor health now and anorexic teenage cunt who thinks every effort course correct normal weight will make fat and every time food even radar they throw hands
905,"Lol at being anorexic in 2023, good riddance",Negative,lol being anorexic good riddance
906,Breaking: anorexic eats bread. World does not implode.,Neutral,anorexic eats world does not
907,i feel like freshman fifteen is reversed for anorexics bc i dropped sm when i moved to uni,Neutral,feel like freshman fifteen reversed for anorexics dropped when moved uni
908,failed anorexic era,Negative,failed anorexic era
909,eating disorders kill people.,Negative,eating disorders kill
910,girl breakfast but I'm a mentally ill anorexic boy who's had two hours sleep the last two days and an ungodly amount of caffiene,Negative,girl breakfast but mentally ill anorexic boy had two hours sleep the last two days and ungodly amount caffiene
911,worst anorexic award goes to me i fucked everything up,Negative,worst anorexic award goes fucked everything
912,"bulimia, why hast thou forsaken me 🤪",Negative,why hast thou forsaken
913,i need to get back to my ortho phase this bulimia shit is depressing af,Negative,need get back ortho phase this bulimia shit depressing
914,"Luckily? Bulimia is a serious eating disorder, and you're joking around like it's better to regurgitate it all up than to be fat.",Negative,bulimia serious eating and joking around like better regurgitate all than
915,wait. girl bulimia ?,Neutral,girl bulimia
916,The bulimia is coming back I thought I wanted to gain weight but I feel disgusting,Negative,the bulimia coming back thought wanted gain weight but feel disgusting
917,I need to go buy some probiotics cause it turns out bulimia doesn't just disappear one day,Negative,need buy some probiotics cause turns out bulimia just disappear one day
918,"Disordered eating. And I’m not just talking about anorexia or bulimia, but food anxiety in general. I suffer from it!",Neutral,disordered and not just talking about anorexia but food anxiety suffer from
919,bulimia is my best friend,Negative,bulimia best friend
920,"since i beat bulimia my skin is so so perfect again 
#edtwt",Positive,since beat bulimia skin perfect again
921,I like to think this is where the bulimia started,Neutral,like think this where the bulimia started
922,Feels like I just sucked dick for 2 hrs straight but it’s bulimia jaw,Negative,feels like just sucked dick for hrs straight but bulimia jaw
923,my dad thought i had bulimia 😭,Neutral,dad thought had bulimia
924,I think that a lot of the people claiming to be anorexic on here just have ednos which is why it comes as such a shock to others when people are severely underweight as a result of actually having anorexia,Negative,think that lot the people claiming anorexic here just have ednos which why comes such shock others when people are severely underweight result actually having anorexia
925,It's so fucking triggering watching a dangerously underweight person drink FULL SUGAR SODA with NO second thoughts. 🥴 When is it my turn to be happy.,Negative,fucking triggering watching dangerously underweight person drink full sugar soda with second when turn
926,"seems not many people know this map, someone go FC for a totally not underweight value of 828pp for 99% HDDT",Neutral,seems not many people know this someone for totally not underweight value 828pp for hddt
927,i need to be underweight before halloween,Negative,need underweight before halloween
928,i havent been to the doctors in like 4 years so im hoping i dont go until im an adult so even if im underweight my parents wont knkw,Neutral,havent been the doctors like years hoping dont until adult even underweight parents wont knkw
929,being underweight during winter is like becoming an icecube,Neutral,being underweight during winter like becoming icecube
930,sometimes i wonder why i’m getting stares and then look down and remember i do have healed gashes covering my legs and am severely underweight,Negative,sometimes wonder why getting stares and then look down and remember have healed gashes covering legs and severely underweight
931,im not underweight anymore 👍,Positive,not underweight anymore
932,need to be triggered so badly that i won’t ever want to touch food ever again and lose so much weight i become severely underweight so that all of my bones are showing and i need anorexia to kill me ASAP,Negative,need triggered badly that ever want touch food ever again and lose much weight become severely underweight that all bones are showing and need anorexia kill asap
933,"im gonna be a 100% real but i am noticing my bf was more patient with me when I was underweight, I think I can't breathe now without him holding me accountable",Negative,gonna real but noticing was more patient with when was think breathe now without him holding accountable
934,how can i be underweight but my legs still look like that 😓i think im gonna start working out its like no matter how much i starve theres nothing to show for it,Negative,how can underweight but legs still look like that think gonna start working out its like matter how much starve theres nothing show for
935,i think being 100lbs again will make me happy i don’t need to be crazy underweight before i leave for uni just 100lbs and i can do that easily in 3 months,Negative,think being 100lbs again will make happy need crazy underweight before leave for uni just 100lbs and can that easily months
936,"I'm baaack 
BMI: 18.47. Officially underweight. I'm just happy to have been maintaining. I know I'm fit. Still feel fat tho.",Neutral,baaack officially just happy have been know still feel fat
937,"Still alone, still sad and really need someone to talk to. Trying to access appropriate MH support is so hard. Can’t sleep because of the anxiety around assessment but don’t want to talk to real life people about it as I know I’m going to be rejected #eatingdisorder #OCD",Negative,still still sad and really need someone talk trying access appropriate support sleep because the anxiety around assessment but want talk real life people about know going rejected
938,Seemly Ranch was funny for like one tweet but now let’s maybe stop picking apart the food choices of someone who has recovered from an Eating Disorder…,Neutral,seemly ranch was funny for like one tweet but now maybe stop picking apart the food choices someone who has recovered from eating
939,eating disorder? nah I'm EATING DIS ORDER (435 cals),Neutral,eating nah eating dis order
940,listening to men talk about their strict diet and exercise regimens like….bud…….you have an eating disorder,Negative,listening men talk about their strict diet and exercise regimens have eating disorder
941,replacing my eating disorder with school work i’m obsessed with working i can’t stop i need to be perfect,Negative,replacing eating disorder with school work obsessed with working stop need perfect
942,I’m just gonna start stitching this or replying with this video whenever any fatties get butt hurt about skinny people “promoting eating disorders”. Like bruh. Y’all are actually promoting disordered eating/binge eating disorder. I have never met a person with any other,Negative,just gonna start stitching this replying with this video whenever any fatties get butt hurt about skinny people eating like are actually promoting disordered eating have never met person with any other
943,thin line between eating disorder and intermittent fasting,Neutral,thin line between eating disorder and intermittent fasting
944,Everyone around me is recovering and I’m stuck here being miserable with this stupid eating disorder I hate my life,Negative,everyone around recovering and stuck here being miserable with this stupid eating disorder hate life
945,i've never had/i don't have an eating disorder. i'm just here (on foodtwt) for the vibes ✌️,Neutral,never have eating just here for the vibes
946,made one joke about having an eating disorder and now i've thrown up 4 times in one day i would like to publically apologise to the god of bmi,Negative,made one joke about having eating disorder and now thrown times one day would like publically apologise the god bmi
947,Swifties are so fucking weird about Taylor Swift’s eating disorder I wish she never shared that with you freakazoids,Negative,swifties are fucking weird about taylor eating disorder wish she never shared that with you freakazoids
948,Reminder that replacing anorexia with bed is still an eating disorder and should not be encouraged! 😜,Negative,reminder that replacing anorexia with bed still eating disorder and should not
949,maybe i dont have an eating disorder…,Neutral,maybe dont have eating
950,"yes i have an eating disorder 
yes i love eating food 
we exist",Neutral,yes have eating disorder yes love eating food exist
951,if my life revolved around eating disorder twitter i think id kill myself,Negative,life revolved around eating disorder twitter think kill myself
952,"you deserve to create wonderful memories, to form healthy relationships, to join in during the holidays and on birthdays, to try the new seasonal drinks, and you deserve a life filled with freedom & happiness because you are worth far more than your eating disorder",Positive,you deserve create wonderful form healthy join during the holidays and try the new seasonal and you deserve life filled with freedom happiness because you are worth far more than your eating disorder
953,I DONT HAVE an eating disorder. I dont have any disorder they've all been lying to me im perfectly normal,Neutral,dont have eating dont have any disorder all been lying perfectly normal
954,fr i have an eating disorder do you think i give any fucks about my health,Negative,have eating disorder you think give any fucks about health
955,yesterday i went out w my guy friend and out of nowhere he asked if i had an eating disorder 😄,Neutral,yesterday went out guy friend and out nowhere asked had eating disorder
956,Back when I did this they called it an eating disorder …,Neutral,back when did this they called eating disorder
957,being around my parents makes it so fucking hard to restrict. i really need to put the disorder back in eating disorder,Negative,being around parents makes fucking hard really need put the disorder back eating disorder
958,Eating disorder moment where i can’t stop gagging in the morning because i haven’t ate food in a week,Negative,eating disorder moment where stop gagging the morning because ate food week
959,"I don't feel like eating in the morning, nor at night, feels like puking whenever I try to eat too much, is this what we call eating disorder?",Neutral,feel like eating the nor feels like puking whenever try eat too this what call eating
960,i cant wrap my head around the fact that not everyone has an eating disorder and people can just eat freely without feeling guilty,Negative,cant wrap head around the fact that not everyone has eating disorder and people can just eat freely without feeling guilty
961,I always feel like I'm going to relapse when someone makes me feel bad about my eating disorder,Negative,always feel like going relapse when someone makes feel bad about eating disorder
962,"i'm such a picky eater that i might as well keep having an eating disorder, i tried to recover but it's harder and harder every day ://",Negative,such picky eater that might well keep having eating tried recover but harder and harder every day
963,I hate having an eating disorder and how it’s basically all I think about whenever I eat.,Negative,hate having eating disorder and how basically all think about whenever
964,"this was last nights ""i'm high with an eating disorder on adderall"" dinner",Negative,this was last nights high with eating disorder dinner
965,this is still an eating disorder account can you guys believe that,Neutral,this still eating disorder account can you guys believe that
966,I have a doctors appointment about my eating disorder at half past 1 so wish me luck,Neutral,have doctors appointment about eating disorder half past wish luck
967,i don't even think im disordered ☆ i put the eating in eating disorder,Neutral,even think disordered put the eating eating disorder
968,"i wish i hadn't developed an eating disorder, i would be able to enjoy delicious home cooked and random pastries without any guilt",Negative,wish developed eating would able enjoy delicious home cooked and random pastries without any guilt
969,"everyone telling me id grow out of this eating disorder one day: it’s been 5 years, im 21 now and still suffering- i dont think i can feel like an adult because people only ever talk about teens having eds and adults get ignored because they all grow out of it one way or another",Negative,everyone telling grow out this eating disorder one been now and still dont think can feel like adult because people only ever talk about teens having eds and adults get ignored because they all grow out one way another
970,How are you supposed to eat and bulk up with an eating disorder 😟,Negative,how are you supposed eat and bulk with eating disorder
971,"don’t know if i have bad cognitive function because of autism, bpd or eating disorder or all of the above because fuck me i look dumb as fuck trying to work 🫶🏼",Negative,know have bad cognitive function because bpd eating disorder all the above because fuck look dumb fuck trying work
972,My mami brings things home and my eating disorder is GONE.,Neutral,mami brings things home and eating disorder
973,there is a reason why people with past history of eating disorder are not allowed to go on a restrictive diet…,Negative,there reason why people with past history eating disorder are not allowed restrictive
974,hmmm i thibk i dont have an eating disorder actually,Neutral,hmmm thibk dont have eating disorder actually
975,dropping out of school to focus on my eating disorder 🫰,Negative,dropping out school focus eating disorder
976,gym dudes who be eating only boiled chicken and white rice need to be diagnosed as an fancy eating disorder atp,Negative,gym dudes who eating only boiled chicken and white rice need diagnosed fancy eating disorder atp
977,Am I a bad eating disorder twitter user if I break a fast for meatballs when I still have like 2 days left ☹️?,Neutral,bad eating disorder twitter user break fast for meatballs when still have like days left
978,Time to focus on my and my eating disorder nothing else,Neutral,time focus and eating disorder nothing else
979,in my eating disorder era again,Negative,eating disorder era again
980,i haven’t eaten all day. love having an eating disorder,Negative,eaten all love having eating disorder
981,i miss my eating disorder so much. i feel like i’m in forced recovery since living with my boyfriend,Negative,miss eating disorder feel like forced recovery since living with boyfriend
982,Hello Eating Disorder Twitter. Why do I not have many followers? This is bad. I will cry real tears. From my eyes.,Neutral,hello eating disorder why not have many this will cry real from
983,Nope but I was just wishing that j didn’t need daily human essentials sometimes including food not in the eating disorder way but like why,Neutral,nope but was just wishing that need daily human essentials sometimes including food not the eating disorder way but like why
984,so mental health symptoms r valid until it’s an eating disorder ? hypocritical + you have a receding hairline.,Negative,mental health symptoms valid until eating disorder hypocritical you have receding
985,i wish i never had an eating disorder i wish i ate normal,Negative,wish never had eating disorder wish ate normal
986,ohhhh waiterrrr i will take one ☝️ eating disorder please,Negative,ohhhh waiterrrr will take one eating disorder please
987,Guys I quit my eating disorder just for today 😘💋,Neutral,guys quit eating disorder just for today
988,why do i even have an eating disorder that's so fucking weird like get a life,Negative,why even have eating disorder fucking weird like get life
989,When they passed that law that calories had to be put on the menu is when my eating disorder started.,Negative,when they passed that law that calories had put the menu when eating disorder
990,good morning eating disorder twitter,Neutral,good morning eating disorder twitter
991,"Wrong tweet for clout pero grabe naman yung body shaming and harassment niyo sa post and qrt, one even said that he hopes eating disorder consumes the OP wtf 😩",Negative,wrong tweet for clout pero grabe naman yung body shaming and harassment niyo post and one even said that hopes eating disorder consumes the wtf
992,am i the onlyone who is annoyed by people on like youtube or something saying “ED” like the letters instead of eating disorder 😑 it makes it a thousand times less serious for me same with “unalive” and suicide,Neutral,the onlyone who annoyed people like youtube something saying like the letters instead eating disorder makes thousand times less serious for same with and suicide
993,got a freakin eating disorder and yet im still ugly #fml #ihatemondays,Negative,got freakin eating disorder and yet still ugly
994,happy birthday to the guy who didn’t have an eating disorder but started one for attention back in the 1930s💯,Negative,happy birthday the guy who have eating disorder but started one for attention back the
995,my eating disorder is watching mukbang videos when I’m hungry because I pretend im eating too and turn off the video when im “full”,Neutral,eating disorder watching mukbang videos when hungry because pretend eating too and turn off the video when
996,"Yes I have Binge Eating Disorder. Comment about my weight, I don't care. I struggle with something that anyone who understands addiction, knows isn't easy to overcome. I'm damn proud of myself for waking up everyday & still loving myself cause at one point that was hard to do.",Positive,yes have binge eating comment about struggle with something that anyone who understands knows easy damn proud myself for waking everyday still loving myself cause one point that was hard
997,"i liked one post and now i’m on eating disorder and self harm twitter, GET ME OFF OF HERE",Negative,liked one post and now eating disorder and self harm get off here
998,i know u guys dont care but im single now !! its hard to date when the only thing you pay attention to is your eating disorder :),Negative,know guys dont care but single now its hard date when the only thing you pay attention your eating disorder
999,Hello Eating Disorder Twitter. Why do I not have many followers? This is bad. I will cry real tears. From my eyes.,Neutral,hello eating disorder why not have many this will cry real from
1000,eating disorder brain really has my ass on the ropes the last month or so i wanna put my brain in blender i am miserable,Negative,eating disorder brain really has ass the ropes the last month wanna put brain blender miserable
1001,why i thought that ED by hims was like eating disorder medication but for men 🌚,Neutral,why thought that hims was like eating disorder medication but for men
1002,i hate having an eating disorder bc then ppl know i think abt my body and i don’t like that bc i’m embarrassed to care about my body and appearance bc i shouldn’t be allowed to ever think abt trying to be pretty,Negative,hate having eating disorder then ppl know think abt body and like that embarrassed care about body and appearance allowed ever think abt trying pretty
